Street Name,House #,Zip Code,Visit 1 (11-18-22),% full,Plastic bags/wrap,Clamshell,Napkins/tissue,Black plastic/takeout,Food/Liquid,Foil/alum,Styro,SUPs,Other/Notes,Visit 2 (12-2-22),% full,Plastic bags/wrap,Clamshell,Napkins/tissue,Black plastic/takeout,Food/Liquid,Foil/alum,Styro,SUPs,Other/Notes,Visit 3 (12-9-22),% full,Plastic bags/wrap,Clamshell,Napkins/tissue,Black plastic/takeout,Food/Liquid,Foil/alum,Styro,SUPs,Other/Notes,Visit 4 (1-27-23),% full,Plastic bags/wrap,Clamshell,Napkins/tissue,Black plastic/takeout,Food/Liquid,Foil/alum,Styro,SUPs,Other/Notes
STRATFORD DR.,221,27516,L,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"gift bag, glitter",O,100,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,plastic molding,O,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"bubble mailers, yard waste, plastic molding",O,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,100,27516,O,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,101,27516,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wrapping paper
ELLSWORTH PL.,102,27516,O,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,plastic molding,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,103,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,50,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,receipts,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,104,27516,L,100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"pump, receipts",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,105,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,106,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,coated paper bowl,L,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"6-pack rings, plastic-coated paper",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,107,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"stadium cup, receipts",S,25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,108,27516,O,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,O,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,chip bag,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,109,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"wrapping paper, receipts",S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,110,27516,L,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,receipts,O,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"cords/hoses/wires, plastic molding",S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,111,27516,O,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"pole, hose",L,50,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,plastic molding,L,75,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
ELLSWORTH PL.,112,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,302,27516,O,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"extra cardboard bin, candy wrappers",O,100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,dog food residue,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,303,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,25,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,O,25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"plastic molding, pump",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,304,27516,S,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,305,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,306,27516,O,50,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,motor oil can,L,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,black plastic
WYNDHAM DR.,308,27516,S,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,plastic molding,O,75,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"bubble mailer, scrap metal",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,405,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,406,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,409,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,410,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,414,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,415,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,418,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,419,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,422,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,423,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,426,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,427,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,430,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,431,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
WYNDHAM DR.,435,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,100,27516,O,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,dog food bags,L,100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cookie can,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,cork
SUFFOLK PL.,101,27516,O,75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"plant pot, towels",O,50,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"mailer, plant holder",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,
SUFFOLK PL.,102,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,I,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,103,27516,L,100,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,contact case,O,100,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"receipts, medicine cup, ceramic, pump (spoke to resident and removed contaminants)",L,75,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,plastic molding,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,104,27516,O,75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,candles,O,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,105,27516,L,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"plastic molding, coated plate",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,106,27516,O,25,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
SUFFOLK PL.,107,27516,L,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,plastic molding,S,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gift bag,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,50,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"pill bottle, receipt"
SUFFOLK PL.,108,27516,O,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,109,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"clothes/shoes, shredded paper, pump",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,110,27516,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wrapping paper,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
SUFFOLK PL.,111,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,plant pot,O,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"bubble wrap, foam",O,100,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,ice cream,O,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
COLFAX DR.,124,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,I,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,125,27516,O,25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"metal spoon, rigid plastic",N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,126,27516,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,toothpaste tube,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,127,27516,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,75,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,receipts,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,129,27516,S,100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,200,27516,L,50,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,ice cream,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,201,27516,L,75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,pump,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hard plastic beer rings,S,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
COLFAX DR.,202,27516,O,75,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,hanger,S,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
COLFAX DR.,203,27516,S,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,O,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,L,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Carts evaluated,92,30,76,,,,,,,,,,,69,,,,,,,,,,,66,,,,,,,,,,,54,,,,,,,,,,
Stars,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oops,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,,,Totals,,Contaminant Totals,,,,,,,,,Totals,,Contaminant Totals,,,,,,,,,Totals,,Contaminant Totals,,,,,,,,,Totals,,Contaminant Totals,,,,,,,,
O = oops,,O =,30,,24,36,19,5,17,8,4,20,,28,,19,21,18,13,8,5,1,8,,25,,14,20,16,8,10,5,3,8,,18,,9,15,11,5,8,4,1,3,
S = star,,S =,28,%,41.38,62.07,32.76,8.62,29.31,13.79,6.90,34.48,,21,%,38.78,42.86,36.73,26.53,16.33,10.20,2.04,16.33,,25,%,28.00,40.00,32.00,16.00,20.00,10.00,6.00,16.00,,27,%,20.00,33.33,24.44,11.11,17.78,8.89,2.22,6.67,
N = no assessment,,N =,38,,,,,,,,,,,45,,,,,,,,,,,45,,,,,,,,,,,60,,,,,,,,,,
I = introduction,,Total Carts Out =,,58,,,,,,,,,,,49,,,,,,,,,,,50,,,,,,,,,,,45,,,,,,,,,
,,% of Carts Out =,,60.42,,,,,,,,,,,52.13,,,,,,,,,,,52.63,,,,,,,,,,,42.86,,,,,,,,,
